level_0,t,r,Is,p_1,X1_t,Sigma1_coeff,delta,X1_t_orig,X2_t,dcof,Sigma1_coeff_k
71,0.5,0.30000000000000004,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.8793375723182435,0.6,4
72,0.5,0.35,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.987413635428358,0.6,4
73,0.5,0.35,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.987413635428358,0.6,4
74,0.5,0.35,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.987413635428358,0.6,4
75,0.5,0.4,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,4.045975778474212,0.6,4
76,0.5,0.4,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,4.045975778474212,0.6,4
77,0.5,0.4,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,4.045975778474212,0.6,4
78,0.5,0.45000000000000007,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,4.061508648273446,0.6,4
79,0.5,0.45000000000000007,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,4.061508648273446,0.6,4
80,0.5,0.45000000000000007,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,4.061508648273446,0.6,4
81,0.5,0.5,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,4.0388736053508785,0.6,4
82,0.5,0.5,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,4.0388736053508785,0.6,4
83,0.5,0.5,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,4.0388736053508785,0.6,4
84,0.5,0.55,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.9818459914969084,0.6,4
85,0.5,0.55,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.9818459914969084,0.6,4
86,0.5,0.55,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.9818459914969084,0.6,4
87,0.5,0.6,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.8934406377906936,0.6,4
88,0.5,0.6,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.8934406377906936,0.6,4
89,0.5,0.6,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.8934406377906936,0.6,4
90,0.5,0.65,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.776120032520153,0.6,4
91,0.5,0.65,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.776120032520153,0.6,4
92,0.5,0.65,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.776120032520153,0.6,4
93,0.5,0.7000000000000001,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.6319333694328693,0.6,4
94,0.5,0.7000000000000001,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.6319333694328693,0.6,4
95,0.5,0.7000000000000001,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.6319333694328693,0.6,4
96,0.5,0.75,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.462612814046641,0.6,4
97,0.5,0.75,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.462612814046641,0.6,4
98,0.5,0.75,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.462612814046641,0.6,4
99,0.5,0.8,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.2696421822578685,0.6,4
100,0.5,0.8,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.2696421822578685,0.6,4
101,0.5,0.8,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.2696421822578685,0.6,4
102,0.5,0.85,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.0543072045883006,0.6,4
103,0.5,0.85,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.0543072045883006,0.6,4
104,0.5,0.85,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,3.0543072045883006,0.6,4
105,0.5,0.9,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,2.8177331314373966,0.6,4
106,0.5,0.9,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,2.8177331314373966,0.6,4
107,0.5,0.9,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,2.8177331314373966,0.6,4
108,0.5,0.9500000000000001,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,2.560913411265597,0.6,4
109,0.5,0.9500000000000001,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,2.560913411265597,0.6,4
110,0.5,0.9500000000000001,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,2.560913411265597,0.6,4
111,0.5,1.0,261.0,0.25,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,2.2847319317591723,0.6,4
112,0.5,1.0,261.0,0.5,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,2.2847319317591723,0.6,4
113,0.5,1.0,261.0,0.75,2.2847319317591723,0.0025000000000000005,0.2,3.2310988842807022,2.2847319317591723,0.6,4
